-3.295737997747210102e+00,-3.160734289804167929e-01,3.603009200083135966e-01,-1.646602869607811215e+00,nan,-9.901758698859985941e-01,-1.291736139227978697e+00,-1.875564901519559680e+00,6.007747870250277344e-01,nan,nan,nan,-1.238822240433479216e-02,2.222065864546287628e-01,2.367390572464432807e+01,-1.624371724716411336e-03
-1.883203894597954786e+00,-5.571608181635951951e-01,2.690490671264797129e+00,-1.153353070157081106e+00,nan,-4.260401615332156666e-01,-1.250108154547849182e+00,-2.098783937432524560e-01,3.745760695408506535e-01,nan,nan,nan,-6.716913022960513402e-03,2.675083464351377671e-01,3.301462944248146414e+01,7.873095465009356531e-01
2.722430749495572400e-01,6.638151506128508572e+00,5.792784662397195916e+00,7.060468365055641016e-01,nan,1.239436089780220129e+00,4.936191150851776399e-01,-9.094589190502522236e-01,1.711215585137232154e+00,nan,nan,nan,3.191421217502388163e-02,3.348761998633076331e-01,6.527923323894833629e+01,-3.402110339902023384e+00
-5.207168645242887806e-01,3.779561844375024293e+00,3.483977565405993460e+00,2.971491195062725410e-01,nan,6.186986809599730464e-01,-2.408592870125129792e+00,2.553522828748159057e+00,-2.290465756462056746e-01,nan,nan,nan,-1.683849911382029330e-02,4.098850774334614755e-01,3.536387246062008671e+01,-3.448544537887272554e+00
-2.355142457292117797e+00,3.437440993698714919e-02,1.854569593923898196e+00,-1.501814829101590476e+00,nan,-5.927435468092241422e-01,-1.139851213176996225e+00,-1.951614224860446889e+00,3.059016438050292663e-01,nan,nan,nan,-1.001681416755950682e-02,2.277278221006673320e-01,4.759319745452057759e+01,1.774830719308368998e-01
4.927857701827349501e-01,-2.138544889086489320e+00,6.478592694252256479e-01,9.340496932495341298e-01,nan,1.051684663434016898e+00,-2.429462700577439627e+00,4.073032766730602994e+00,-1.172704262113004603e-01,nan,nan,nan,2.577939125101846862e-03,1.353948672674638587e-01,4.893241128195222700e+01,-2.891491514167086052e+00
-1.134697575943377501e+00,2.435806289119170742e+00,3.621275344017391262e+00,1.614496080846841153e-01,nan,7.045188729114642001e-01,-1.042270577560808320e+00,-2.725015134605213163e-01,4.055372985143357312e-02,nan,nan,nan,2.521675461177541600e-03,2.608818707630362610e-01,4.334329488484559079e+01,-1.086640287001259253e+00
-1.963361624861960308e+00,2.895282240279243524e+00,4.527156389245647006e+00,-7.003227902955657669e-01,nan,-1.057045058291876671e-01,-1.485039941278937903e+00,2.163220437586856892e-01,4.507490249564227724e-01,nan,nan,nan,-3.605373817424872840e-03,3.654207620613032503e-01,4.634377972764491460e+01,7.929013079178872658e-01
-8.392330880817695515e-01,2.180036405511486919e+00,5.697079054850490820e+00,-1.011336218643954510e+00,nan,-3.400802534728271098e-01,-2.792084423991068931e+00,2.821223119593005979e+00,-1.234638360208206720e-01,nan,nan,nan,-3.403732001262538276e-03,2.620119630781596598e-01,6.227165153778605600e+01,2.389900971513569061e+00
-1.945490451187623648e+00,-8.073879971018129709e-01,1.687111974363048716e+00,-8.328832000735246766e-01,nan,-3.325385132267477672e-01,-1.894318515775777811e+00,-1.331090090644040824e+00,-6.840554486256511524e-02,nan,nan,nan,-7.505711224430222650e-03,1.901351846379428778e-01,4.168820155588173293e+01,-1.729401705017480140e+00
-2.119345150367692554e+00,-4.638762197018309053e-01,9.621055416401560478e-01,-9.122166085853820050e-01,nan,-2.779174127394981042e-01,-1.996861066457277900e+00,-2.463222922077066279e-01,7.512590878515261750e-01,nan,nan,nan,-9.568451641382647033e-03,2.513107923525623733e-01,4.062899550851534514e+01,1.268743311537846807e+00
-1.558873349523466345e+00,3.285940488730290099e+00,3.516307105426790258e+00,-6.157385070000671590e-01,nan,2.563835552767628201e-01,-1.261152019576297079e+00,-3.031041414526574052e-01,5.339157500728077821e-01,nan,nan,nan,-6.250740038707736090e-03,3.401472892707824158e-01,4.880860931404913572e+01,-1.109695464239194962e+00
-9.630280239314856772e-01,1.605529424194457988e+00,2.074259500975344395e+00,-4.895498379393892208e-01,nan,-4.157546315130247194e-01,-1.553463741487718153e+00,1.144272535053606266e+00,-3.561091500702566748e-01,nan,nan,nan,-2.081001629427259303e-03,2.884161042676804954e-01,2.869716899941386146e+01,-1.478431672776068240e+00
