7.946400241018486099e+01,-3.752872247556440222e+00,3.372823856483074811e-01,5.054194149519066315e+00,2.065167247303247855e-01,9.305545402922716924e-01,6.062935797875125132e+01,7.820683687296959619e+00,1.468101763911275226e+00,3.257040413098879483e-01,1.234770430143356990e+01,1.082077000976531742e-02,1.037346059692763681e-02,9.988085294140970349e-01,6.783243284305619236e-02,4.254927169932255261e-03,6.150669026036850728e-03,1.257216872142017650e+01,6.515357792816474785e+02,2.264760766760236038e+03,1.564101879577619414e+01,9.862931267822580139e+01,4.549284219223687273e+02
7.939685649293022607e+01,-3.145690851974943580e+00,3.608233138332105350e-01,4.971165620363432680e+00,1.896768139524344920e-01,9.230796740537002831e-01,6.194227971065282645e+01,1.009825644392157074e+01,1.973299807762852076e+00,2.364926452372442256e-01,9.449388481776088256e+00,3.795198480013616156e-03,7.017484641280217345e-03,1.012542689471849222e+00,6.751719596174926563e-02,3.534782531206493057e-03,5.032939220051338425e-03,1.647841678982910807e+01,5.859677902989700442e+02,2.351766279674456200e+03,1.344157047910483094e+01,9.777335691420375952e+01,4.720842502889651087e+02
7.956784448866535797e+01,-3.088234689894948648e+00,2.449119009024386950e-01,5.171521695679472508e+00,2.141131811794626250e-01,1.025404502832092390e+00,2.990553746131158874e+01,8.592490144459842938e+00,1.533609187404765040e+00,5.668360108174699263e-01,8.713875957119363136e+00,1.232772394785212715e-02,2.135201501056833377e-03,1.011655333158041792e+00,7.674625649950107820e-02,1.694906138781237517e-03,5.256204830254948557e-03,1.172123587299054392e+01,9.888398896541907561e+02,2.591477081430714861e+03,1.425428161294881058e+01,6.596939766327126620e+01,4.171082580870906895e+02
7.937508840229978091e+01,-4.328745057363434512e+00,4.033156859056393762e-01,5.353366043287328679e+00,2.123356792597736742e-01,8.837155751227220302e-01,6.747186868384095249e+01,6.521284133001085337e+00,1.010243349311593875e+00,4.275090859156844836e-01,4.006976131465640023e+00,6.071677449460383125e-03,1.109602511739592526e-02,1.006338805098154099e+00,5.687848270797822570e-02,3.404492754726949188e-03,6.170221390023947206e-03,1.199263975094441825e+01,7.466608557950582963e+02,2.340384890817219457e+03,1.521946441830247032e+01,8.871051435755506986e+01,3.913107293144064442e+02
7.934715729266088147e+01,-2.873528767307043541e+00,2.572858479883523564e-01,5.099555874838094027e+00,1.900242693148560813e-01,1.010993582269071211e+00,4.197934835621767746e+01,8.978208602949127481e+00,1.601352171904691257e+00,6.556540959922383394e-01,6.657786636489523957e+00,5.414388355845621212e-03,3.496803959881430134e-03,1.002421570701152564e+00,7.529061961488649202e-02,2.078057458250542021e-03,4.734798982578183879e-03,1.535234893090816755e+01,5.609601278598352110e+02,2.778089657924717358e+03,1.509071840638152295e+01,6.684177257649172077e+01,5.285616016999814519e+02
7.911917180059398902e+01,-4.411072361143973275e+00,3.011501633354594087e-01,4.500553203652748913e+00,1.686754346062483423e-01,9.577903465274216765e-01,8.183051790152893545e+01,9.747514499398976184e+00,1.954983302752345553e+00,8.702002277598270830e-01,3.414838393229465474e+00,1.150459917675388313e-02,5.846336067084812252e-03,1.001988849978777685e+00,7.154470337126299373e-02,2.934965518379794268e-03,5.177793348110498739e-03,1.769866564860044278e+01,4.746741994372171121e+02,2.324647784347925153e+03,1.301961175938004978e+01,1.082008777983515699e+02,3.904552179045982712e+02
7.911238233780730411e+01,-4.024578636307666990e+00,2.902779469853870586e-01,4.765022991356167026e+00,1.795221545649583472e-01,9.688565969977163128e-01,8.937369444100500004e+01,7.254011226751481800e+00,1.179733960893894817e+00,8.605629460633670291e-01,3.608240058659165417e+00,2.539767210741702801e-03,4.084298722848690721e-03,1.013690007114416147e+00,7.011995305465888728e-02,4.100404239410809087e-03,4.961027482629887242e-03,1.663484191681898849e+01,8.018169542144486286e+02,1.919169777091056858e+03,1.332794428420652544e+01,1.114223497393379319e+02,3.684896539441109553e+02
7.964046875677972537e+01,-3.246681540722991421e+00,3.046512077523653161e-01,4.981465021081794120e+00,1.968650544788953516e-01,9.598621011717670681e-01,1.007459276773531371e+02,1.012846245924061250e+01,1.895169069816721841e+00,4.823496807777325479e-01,7.427585952951719861e+00,4.013915824183579735e-03,4.558585918829953509e-03,1.003201185544754681e+00,7.173840167347282637e-02,1.919665530303400671e-03,5.105355129915903345e-03,1.438720552221912641e+01,5.246917790115483058e+02,1.871988089450289863e+03,1.708080855633499695e+01,8.696488579585412992e+01,4.555564110273847405e+02
8.037117134156248710e+01,-2.922427821155077154e+00,4.382233108671040878e-01,5.715099251734688579e+00,2.028607221153892193e-01,8.438807100582045306e-01,9.831661476088071083e+01,7.704646411958899321e+00,1.029048356714625578e+00,8.226462288490798969e-02,6.968918570837765003e+00,9.845624427325293943e-03,2.615613304143362110e-03,1.010495013076476711e+00,5.288226246777357614e-02,4.439568238311566301e-03,6.495224550565517618e-03,1.516441988816466946e+01,6.249437112739549320e+02,1.702152432481057531e+03,1.718160409446334569e+01,6.690509951852271797e+01,6.669050198777728156e+02
7.957954172351873012e+01,-3.956566951660979825e+00,2.792607196522611246e-01,4.892600272954605423e+00,2.083477622251234951e-01,9.863320863996676291e-01,7.079231420998166868e+01,9.932406783024728014e+00,1.951440804831094944e+00,6.087602484533038982e-01,6.836929808727304270e+00,1.189544069877303614e-02,2.780092103757296224e-03,9.974127845782572166e-01,7.349774800742647773e-02,1.881095534377701106e-03,5.306121267398725139e-03,1.189381432053845522e+01,5.448832822191739069e+02,2.227856072089244662e+03,1.419449543130291325e+01,1.065160870577201564e+02,5.625520084403126475e+02
